 S0C    S1C    S0U    S1U      EC       EU        OC         OU       MC     MU    CCSC   CCSU   YGC     YGCT    FGC    FGCT     GCT   
1024.0 1024.0  0.0    0.0    8192.0   1588.9   95824.0    56194.0   24320.0 23447.3 3328.0 3114.8     93    0.337  320    27.988   28.325
1024.0 1024.0  0.0    0.0    8192.0   3149.1   95824.0    56194.0   24320.0 23447.3 3328.0 3114.8     93    0.337  320    27.988   28.325
1024.0 1024.0  0.0    0.0    8192.0   5991.6   95824.0    56194.0   24320.0 23447.3 3328.0 3114.8     93    0.337  320    27.988   28.325
1024.0 1024.0 288.4   0.0    8192.0   553.1    95824.0    56194.0   24320.0 23466.7 3328.0 3117.5     94    0.339  320    27.988   28.327
1024.0 1024.0 288.4   0.0    8192.0   3342.5   95824.0    56194.0   24320.0 23466.7 3328.0 3117.5     94    0.339  320    27.988   28.327
1024.0 1024.0 288.4   0.0    8192.0   6226.5   95824.0    56194.0   24320.0 23466.7 3328.0 3117.5     94    0.339  320    27.988   28.327
1024.0 1024.0  0.0   473.2   8192.0   231.7    95824.0    56194.0   24320.0 23485.4 3328.0 3120.9     95    0.343  320    27.988   28.331
1024.0 1024.0  0.0   473.2   8192.0   2061.2   95824.0    56194.0   24320.0 23485.4 3328.0 3120.9     95    0.343  320    27.988   28.331
1024.0 1024.0  0.0    0.0    8192.0   1393.8   95824.0    56742.6   24320.0 23485.4 3328.0 3120.9     95    0.343  321    28.110   28.453
1024.0 1024.0  0.0    0.0    8192.0   1665.8   95824.0    56764.2   24320.0 23397.5 3328.0 3107.0     95    0.343  322    28.228   28.571
1024.0 1024.0  0.0    0.0    8192.0    0.0     95824.0    54984.0   24320.0 23400.8 3328.0 3107.0     95    0.343  324    28.491   28.834
1024.0 1024.0  0.0    0.0    8192.0   2398.9   95824.0    54984.0   24320.0 23400.8 3328.0 3107.0     95    0.343  324    28.491   28.834
1024.0 1024.0  0.0    0.0    8192.0   4062.6   95824.0    54984.0   24320.0 23400.8 3328.0 3107.0     95    0.343  324    28.491   28.834
1024.0 1024.0  0.0    0.0    8192.0   1817.7   95824.0    55099.0   24320.0 23400.8 3328.0 3107.0     95    0.343  325    28.629   28.972
1024.0 1024.0  0.0    0.0    8192.0   1407.2   95824.0    55878.1   24320.0 23400.8 3328.0 3107.0     95    0.343  326    28.779   29.122
1024.0 1024.0  0.0    0.0    8192.0   3016.2   95824.0    55878.1   24320.0 23400.8 3328.0 3107.0     95    0.343  326    28.779   29.122
1024.0 1024.0  0.0    0.0    8192.0   4724.7   95824.0    55878.1   24320.0 23400.8 3328.0 3107.0     95    0.343  326    28.779   29.122
1024.0 1024.0  0.0    0.0    8192.0   6789.6   95824.0    55878.1   24320.0 23400.8 3328.0 3107.0     95    0.343  326    28.779   29.122
1024.0 1024.0 207.3   0.0    8192.0   379.1    95824.0    55878.1   24320.0 23400.8 3328.0 3107.0     96    0.345  326    28.779   29.124
1024.0 1024.0  0.0    0.0    8192.0   284.0    95824.0    56091.6   24320.0 23406.0 3328.0 3107.5     96    0.345  327    28.926   29.270
1024.0 1024.0  0.0    0.0    8192.0   3105.1   95824.0    56091.6   24320.0 23406.0 3328.0 3107.5     96    0.345  327    28.926   29.270
1024.0 1024.0  0.0    0.0    8192.0   4856.7   95824.0    56091.6   24320.0 23406.0 3328.0 3107.5     96    0.345  327    28.926   29.270
1024.0 1024.0  0.0    0.0    8192.0   1789.4   95824.0    55464.3   24320.0 23406.7 3328.0 3107.5     96    0.345  328    29.069   29.414
1024.0 1024.0  0.0    0.0    8192.0   1228.4   95824.0    56069.0   24320.0 23406.7 3328.0 3107.5     96    0.345  329    29.261   29.605
1024.0 1024.0  0.0    0.0    8192.0   3124.0   95824.0    56069.0   24320.0 23406.7 3328.0 3107.5     96    0.345  329    29.261   29.605
1024.0 1024.0  0.0    0.0    8192.0   4739.2   95824.0    56069.0   24320.0 23406.7 3328.0 3107.5     96    0.345  329    29.261   29.605
1024.0 1024.0  0.0   567.1   8192.0   7248.9   95824.0    56069.0   24320.0 23406.7 3328.0 3107.5     97    0.347  329    29.261   29.608
1024.0 1024.0 1024.0  0.0    8192.0   847.4    95824.0    57655.7   24320.0 23407.9 3328.0 3107.5     98    0.356  329    29.261   29.617
1024.0 1024.0  0.0    0.0    8192.0    0.0     97824.0    58692.3   24320.0 23413.5 3328.0 3107.5     98    0.356  330    29.404   29.761
1024.0 1024.0  0.0    0.0    8192.0   2528.1   97824.0    58692.3   24320.0 23413.5 3328.0 3107.5     98    0.356  330    29.404   29.761
1024.0 1024.0  0.0    0.0    8192.0   5243.7   97824.0    58692.3   24320.0 23413.5 3328.0 3107.5     98    0.356  330    29.404   29.761
1024.0 1024.0  0.0    0.0    8192.0   6890.3   97824.0    58692.3   24320.0 23413.5 3328.0 3107.5     98    0.356  330    29.404   29.761
1024.0 1024.0  0.0    0.0    8192.0   2171.7   98268.0    58958.8   24320.0 23415.4 3328.0 3107.5     98    0.356  332    29.531   29.887
1024.0 1024.0  0.0    0.0    8192.0   2051.1   98268.0    56376.0   24320.0 23415.4 3328.0 3107.5     98    0.356  332    29.668   30.024
1024.0 1024.0  0.0    0.0    8192.0   4117.5   98268.0    56376.0   24320.0 23415.4 3328.0 3107.5     98    0.356  332    29.668   30.024
1024.0 1024.0  0.0    0.0    8192.0   5887.1   98268.0    56376.0   24320.0 23415.4 3328.0 3107.5     98    0.356  332    29.668   30.024
1024.0 1024.0  0.0    0.0    8192.0   7553.0   98268.0    56376.0   24320.0 23415.4 3328.0 3107.5     98    0.356  332    29.668   30.024
1024.0 1024.0  0.0   301.4   8192.0   1460.3   98268.0    56376.0   24320.0 23415.6 3328.0 3107.5     99    0.359  332    29.668   30.026
1024.0 1024.0  0.0    0.0    8192.0   1401.5   98268.0    56782.1   24320.0 23416.2 3328.0 3107.5     99    0.359  333    29.798   30.157
1024.0 1024.0  0.0    0.0    8192.0   3936.1   98268.0    56782.1   24320.0 23416.2 3328.0 3107.5     99    0.359  333    29.798   30.157
1024.0 1024.0  0.0    0.0    8192.0   6139.5   98268.0    56782.1   24320.0 23416.2 3328.0 3107.5     99    0.359  333    29.798   30.157
1024.0 1024.0  0.0    0.0    8192.0   2109.9   98268.0    56985.7   24320.0 23416.2 3328.0 3107.5     99    0.359  334    29.948   30.307
1024.0 1024.0  0.0    0.0    8192.0   1132.6   98268.0    57596.6   24320.0 23416.2 3328.0 3107.5     99    0.359  335    30.089   30.448
1024.0 1024.0  0.0    0.0    8192.0   2436.7   98268.0    57596.6   24320.0 23416.2 3328.0 3107.5     99    0.359  335    30.089   30.448
1024.0 1024.0  0.0    0.0    8192.0   4010.1   98268.0    57596.6   24320.0 23416.2 3328.0 3107.5     99    0.359  335    30.089   30.448
1024.0 1024.0  0.0    0.0    8192.0   5257.1   98268.0    57596.6   24320.0 23416.2 3328.0 3107.5     99    0.359  335    30.089   30.448
1024.0 1024.0  0.0    0.0    8192.0   404.7    98268.0    57618.9   24320.0 23416.2 3328.0 3107.5     99    0.359  336    30.416   30.775
1024.0 1024.0  0.0    0.0    8192.0   3009.9   98268.0    57618.9   24320.0 23416.2 3328.0 3107.5     99    0.359  336    30.416   30.775
1024.0 1024.0  0.0    0.0    8192.0   4456.1   98268.0    57618.9   24320.0 23416.2 3328.0 3107.5     99    0.359  336    30.416   30.775
1024.0 1024.0  0.0    0.0    8192.0   5805.1   98268.0    57618.9   24320.0 23416.2 3328.0 3107.5     99    0.359  336    30.416   30.775
1024.0 1024.0  0.0    0.0    8192.0   2987.3   98268.0    57839.2   24320.0 23416.2 3328.0 3107.5     99    0.359  337    30.552   30.911
1024.0 1024.0  0.0    0.0    8192.0   338.9    98268.0    58637.5   24320.0 23416.2 3328.0 3107.5     99    0.359  338    30.696   31.055
1024.0 1024.0  0.0    0.0    8192.0   2094.1   98268.0    58637.5   24320.0 23416.2 3328.0 3107.5     99    0.359  338    30.696   31.055
1024.0 1024.0  0.0    0.0    8192.0   4296.7   98268.0    58637.5   24320.0 23416.2 3328.0 3107.5     99    0.359  338    30.696   31.055
1024.0 1024.0  0.0    0.0    8192.0   6021.1   98268.0    58637.5   24320.0 23416.2 3328.0 3107.5     99    0.359  339    30.696   31.055
1024.0 1024.0  0.0    0.0    8192.0   2126.5   98268.0    58860.8   24320.0 23416.2 3328.0 3107.5     99    0.359  339    30.840   31.199
1024.0 1024.0  0.0    0.0    8192.0   487.8    98268.0    58734.6   24320.0 23416.2 3328.0 3107.5     99    0.359  340    31.041   31.400
1024.0 1024.0  0.0    0.0    8192.0   2287.7   98268.0    58734.6   24320.0 23416.2 3328.0 3107.5     99    0.359  340    31.041   31.400
1024.0 1024.0  0.0    0.0    8192.0   4165.2   98268.0    58734.6   24320.0 23416.2 3328.0 3107.5     99    0.359  340    31.041   31.400
1024.0 1024.0  0.0    0.0    8192.0   7000.0   98268.0    58734.6   24320.0 23416.2 3328.0 3107.5     99    0.359  340    31.041   31.400
1024.0 1024.0 271.7   0.0    8192.0   1372.0   98268.0    58734.6   24320.0 23416.2 3328.0 3107.5    100    0.361  340    31.041   31.402
1024.0 1024.0 271.7   0.0    8192.0   4015.7   98268.0    58734.6   24320.0 23416.2 3328.0 3107.5    100    0.361  340    31.041   31.402
1024.0 1024.0 271.7   0.0    8192.0   5985.5   98268.0    58734.6   24320.0 23416.2 3328.0 3107.5    100    0.361  340    31.041   31.402
1024.0 1024.0 271.7   0.0    8192.0   7770.0   98268.0    58734.6   24320.0 23416.2 3328.0 3107.5    100    0.361  340    31.041   31.402
1024.0 1024.0  0.0    0.0    8192.0   594.5    98772.0    59261.5   24320.0 23416.2 3328.0 3107.5    101    0.364  341    31.186   31.550
1024.0 1024.0  0.0    0.0    8192.0   786.1    98772.0    59284.0   24320.0 23416.2 3328.0 3107.5    101    0.364  342    31.336   31.700
1024.0 1024.0  0.0    0.0    8192.0   1015.7   98772.0    59310.2   24320.0 23417.0 3328.0 3107.5    101    0.364  343    31.488   31.852
1024.0 1024.0  0.0    0.0    8192.0   1939.0   98772.0    57458.4   24320.0 23417.0 3328.0 3107.5    101    0.364  344    31.640   32.004
1024.0 1024.0  0.0    0.0    8192.0   3480.6   98772.0    57458.4   24320.0 23417.0 3328.0 3107.5    101    0.364  344    31.640   32.004
1024.0 1024.0  0.0    0.0    8192.0   852.2    98772.0    57728.0   24320.0 23417.0 3328.0 3107.5    101    0.364  345    31.798   32.162
1024.0 1024.0  0.0    0.0    8192.0   458.9    98772.0    58349.3   24320.0 23418.5 3328.0 3107.5    101    0.364  346    31.951   32.315
1024.0 1024.0  0.0    0.0    8192.0   1937.8   98772.0    58349.3   24320.0 23418.5 3328.0 3107.5    101    0.364  346    31.951   32.315
1024.0 1024.0 855.7   0.0    8192.0   4522.6   98772.0    58349.3   24320.0 23420.5 3328.0 3107.5    102    0.369  346    31.951   32.320
1024.0 1024.0 855.7   0.0    8192.0   5529.7   98772.0    58349.3   24320.0 23420.5 3328.0 3107.5    102    0.369  346    31.951   32.320
1024.0 1024.0 855.7   0.0    8192.0   7238.4   98772.0    58349.3   24320.0 23420.5 3328.0 3107.5    102    0.369  346    31.951   32.320
1024.0 1024.0  0.0   1024.0  8192.0   364.8    98772.0    59926.4   24320.0 23420.5 3328.0 3107.5    103    0.376  346    31.951   32.327
1024.0 1024.0  0.0    0.0    8192.0   1513.7   101608.0   60963.9   24320.0 23420.5 3328.0 3107.5    103    0.376  347    32.090   32.467
1024.0 1024.0  0.0    0.0    8192.0   3816.8   101608.0   60963.9   24320.0 23420.5 3328.0 3107.5    103    0.376  347    32.090   32.467
1024.0 1024.0  0.0    0.0    8192.0   910.8    101608.0   57977.8   24320.0 23420.5 3328.0 3107.5    103    0.376  348    32.258   32.635
1024.0 1024.0  0.0    0.0    8192.0    0.0     101608.0   58586.6   24320.0 23420.5 3328.0 3107.5    103    0.376  349    32.567   32.943
1024.0 1024.0  0.0    0.0    8192.0   1700.9   101608.0   58586.6   24320.0 23420.5 3328.0 3107.5    103    0.376  349    32.567   32.943
1024.0 1024.0  0.0    0.0    8192.0   3506.4   101608.0   58586.6   24320.0 23420.5 3328.0 3107.5    103    0.376  349    32.567   32.943
1024.0 1024.0  0.0    0.0    8192.0   4925.2   101608.0   58586.6   24320.0 23420.5 3328.0 3107.5    103    0.376  349    32.567   32.943
1024.0 1024.0  0.0    0.0    8192.0   6289.5   101608.0   58586.6   24320.0 23420.5 3328.0 3107.5    103    0.376  349    32.567   32.943
1024.0 1024.0  0.0    0.0    8192.0   7945.2   101608.0   58586.6   24320.0 23420.5 3328.0 3107.5    103    0.376  349    32.567   32.943
1024.0 1024.0  0.0    0.0    8192.0   974.7    101608.0   58983.8   24320.0 23420.5 3328.0 3107.5    104    0.380  350    32.721   33.100
1024.0 1024.0  0.0    0.0    8192.0   3025.9   101608.0   58983.8   24320.0 23420.5 3328.0 3107.5    104    0.380  350    32.721   33.100
1024.0 1024.0  0.0    0.0    8192.0   5207.0   101608.0   58983.8   24320.0 23420.5 3328.0 3107.5    104    0.380  350    32.721   33.100
1024.0 1024.0  0.0    0.0    8192.0   1151.1   101608.0   59203.9   24320.0 23420.5 3328.0 3107.5    104    0.380  351    32.891   33.270
1024.0 1024.0  0.0    0.0    8192.0   751.6    101608.0   59072.7   24320.0 23420.5 3328.0 3107.5    104    0.380  352    33.053   33.433
1024.0 1024.0  0.0    0.0    8192.0   2005.4   101608.0   59072.7   24320.0 23420.5 3328.0 3107.5    104    0.380  352    33.053   33.433
1024.0 1024.0  0.0    0.0    8192.0   3825.7   101608.0   59072.7   24320.0 23420.5 3328.0 3107.5    104    0.380  352    33.053   33.433
1024.0 1024.0  0.0    0.0    8192.0   5125.0   101608.0   59072.7   24320.0 23420.5 3328.0 3107.5    104    0.380  352    33.053   33.433
1024.0 1024.0  0.0    0.0    8192.0   6455.1   101608.0   59072.7   24320.0 23420.5 3328.0 3107.5    104    0.380  352    33.053   33.433
1024.0 1024.0  0.0    0.0    8192.0   8169.3   101608.0   59072.7   24320.0 23420.5 3328.0 3107.5    104    0.380  352    33.053   33.433
1024.0 1024.0  0.0    0.0    8192.0   1837.5   101608.0   59449.3   24320.0 23420.5 3328.0 3107.5    105    0.383  353    33.259   33.642
1024.0 1024.0  0.0    0.0    8192.0   4204.5   101608.0   59449.3   24320.0 23420.5 3328.0 3107.5    105    0.383  353    33.259   33.642
1024.0 1024.0  0.0    0.0    8192.0   5915.0   101608.0   59449.3   24320.0 23420.5 3328.0 3107.5    105    0.383  353    33.259   33.642
1024.0 1024.0  0.0    0.0    8192.0   2297.9   101608.0   59650.7   24320.0 23420.5 3328.0 3107.5    105    0.383  355    33.423   33.805
1024.0 1024.0  0.0    0.0    8192.0   1532.9   101608.0   60258.0   24320.0 23420.5 3328.0 3107.5    105    0.383  355    33.588   33.971
1024.0 1024.0  0.0    0.0    8192.0   2813.5   101608.0   60258.0   24320.0 23420.5 3328.0 3107.5    105    0.383  355    33.588   33.971
1024.0 1024.0  0.0    0.0    8192.0   4614.6   101608.0   60258.0   24320.0 23420.5 3328.0 3107.5    105    0.383  355    33.588   33.971
1024.0 1024.0  0.0    0.0    8192.0   5846.8   101608.0   60258.0   24320.0 23420.5 3328.0 3107.5    105    0.383  355    33.588   33.971
1024.0 1024.0  0.0    0.0    8192.0   952.3    101608.0   60337.0   24320.0 23420.5 3328.0 3107.5    105    0.383  356    33.760   34.143
1024.0 1024.0  0.0    0.0    8192.0   3371.4   101608.0   60337.0   24320.0 23420.5 3328.0 3107.5    105    0.383  356    33.760   34.143
1024.0 1024.0  0.0    0.0    8192.0   4683.4   101608.0   60337.0   24320.0 23420.5 3328.0 3107.5    105    0.383  356    33.760   34.143
1024.0 1024.0  0.0    0.0    8192.0   5995.7   101608.0   60337.0   24320.0 23420.5 3328.0 3107.5    105    0.383  357    33.760   34.143
1024.0 1024.0  0.0    0.0    8192.0   3674.9   101608.0   60548.6   24320.0 23340.9 3328.0 3095.9    105    0.383  357    33.936   34.319
1024.0 1024.0  0.0    0.0    8192.0   780.0    102240.0   61342.7   24320.0 23340.9 3328.0 3095.9    105    0.383  358    34.094   34.477
1024.0 1024.0  0.0    0.0    8192.0   2654.2   102240.0   61342.7   24320.0 23340.9 3328.0 3095.9    105    0.383  358    34.094   34.477
1024.0 1024.0  0.0    0.0    8192.0   4711.2   102240.0   61342.7   24320.0 23340.9 3328.0 3095.9    105    0.383  358    34.094   34.477
1024.0 1024.0  0.0    0.0    8192.0   468.4    102612.0   61564.8   24320.0 23341.3 3328.0 3095.9    105    0.383  359    34.279   34.662
1024.0 1024.0  0.0    0.0    8192.0   2789.6   102612.0   61564.8   24320.0 23341.3 3328.0 3095.9    105    0.383  359    34.279   34.662
1024.0 1024.0  0.0    0.0    8192.0   843.2    102612.0   61415.0   24320.0 23341.3 3328.0 3095.9    105    0.383  360    34.462   34.845
1024.0 1024.0  0.0    0.0    8192.0   2664.7   102612.0   61415.0   24320.0 23341.3 3328.0 3095.9    105    0.383  360    34.462   34.845
1024.0 1024.0  0.0    0.0    8192.0   5034.5   102612.0   61415.0   24320.0 23341.3 3328.0 3095.9    105    0.383  360    34.462   34.845
1024.0 1024.0  0.0    0.0    8192.0   7696.4   102612.0   61415.0   24320.0 23341.3 3328.0 3095.9    105    0.383  360    34.462   34.845
1024.0 1024.0 266.2   0.0    8192.0   2172.5   102612.0   61415.0   24320.0 23341.3 3328.0 3095.9    106    0.386  360    34.462   34.848
1024.0 1024.0  0.0   915.5   8192.0   6342.4   102612.0   61415.0   24320.0 23341.3 3328.0 3095.9    107    0.390  360    34.462   34.851
1024.0 1024.0  0.0   915.5   8192.0   7771.0   102612.0   61415.0   24320.0 23341.3 3328.0 3095.9    107    0.390  360    34.462   34.851
1024.0 1024.0 1024.0  0.0    8192.0   1206.7   102612.0   63052.9   24320.0 23341.3 3328.0 3095.9    108    0.399  360    34.462   34.861
1024.0 1024.0  0.0    0.0    8192.0   1088.7   107016.0   64208.8   24320.0 23341.3 3328.0 3095.9    108    0.399  361    34.633   35.032
1024.0 1024.0  0.0    0.0    8192.0   1187.9   107016.0   64273.5   24320.0 23341.3 3328.0 3095.9    108    0.399  362    34.797   35.196
1024.0 1024.0  0.0    0.0    8192.0   1313.3   107016.0   64313.4   24320.0 23341.7 3328.0 3095.9    108    0.399  363    34.961   35.360
1024.0 1024.0  0.0    0.0    8192.0   2326.8   107016.0   60003.8   24320.0 23338.0 3328.0 3095.3    108    0.399  364    35.157   35.556
1024.0 1024.0  0.0    0.0    8192.0   4101.3   107016.0   60003.8   24320.0 23338.0 3328.0 3095.3    108    0.399  364    35.157   35.556
1024.0 1024.0  0.0    0.0    8192.0   1287.4   107016.0   60227.9   24320.0 23338.0 3328.0 3095.3    108    0.399  365    35.297   35.696
1024.0 1024.0  0.0    0.0    8192.0   807.5    107016.0   60860.1   24320.0 23338.0 3328.0 3095.3    108    0.399  366    35.443   35.842
1024.0 1024.0  0.0    0.0    8192.0   2824.9   107016.0   60860.1   24320.0 23338.0 3328.0 3095.3    108    0.399  366    35.443   35.842
1024.0 1024.0  0.0    0.0    8192.0   4325.8   107016.0   60860.1   24320.0 23338.0 3328.0 3095.3    108    0.399  366    35.443   35.842
1024.0 1024.0  0.0    0.0    8192.0   5782.4   107016.0   60860.1   24320.0 23338.0 3328.0 3095.3    108    0.399  366    35.443   35.842
1024.0 1024.0  0.0    0.0    8192.0   7630.4   107016.0   60860.1   24320.0 23338.0 3328.0 3095.3    108    0.399  366    35.443   35.842
1024.0 1024.0  0.0   385.7   8192.0   798.8    107016.0   60860.1   24320.0 23338.0 3328.0 3095.3    109    0.402  367    35.443   35.845
1024.0 1024.0  0.0    0.0    8192.0   2117.5   107016.0   61259.3   24320.0 23338.0 3328.0 3095.3    109    0.402  367    35.607   36.009
1024.0 1024.0  0.0    0.0    8192.0   4329.9   107016.0   61259.3   24320.0 23338.0 3328.0 3095.3    109    0.402  367    35.607   36.009
1024.0 1024.0  0.0    0.0    8192.0   1183.7   107016.0   60675.1   24320.0 23338.0 3328.0 3095.3    109    0.402  368    35.755   36.157
1024.0 1024.0  0.0    0.0    8192.0   856.5    107016.0   61289.5   24320.0 23338.0 3328.0 3095.3    109    0.402  369    35.927   36.329
1024.0 1024.0  0.0    0.0    8192.0   2685.2   107016.0   61289.5   24320.0 23338.0 3328.0 3095.3    109    0.402  369    35.927   36.329
1024.0 1024.0  0.0    0.0    8192.0   4038.2   107016.0   61289.5   24320.0 23338.0 3328.0 3095.3    109    0.402  369    35.927   36.329
1024.0 1024.0  0.0    0.0    8192.0   5369.6   107016.0   61289.5   24320.0 23338.0 3328.0 3095.3    109    0.402  369    35.927   36.329
1024.0 1024.0  0.0    0.0    8192.0   6693.0   107016.0   61289.5   24320.0 23338.0 3328.0 3095.3    109    0.402  369    35.927   36.329
1024.0 1024.0  0.0    0.0    8192.0   8192.0   107016.0   61289.5   24320.0 23338.0 3328.0 3095.3    109    0.402  370    35.927   36.329
1024.0 1024.0  0.0    0.0    8192.0   2059.1   107016.0   61649.1   24320.0 23338.0 3328.0 3095.3    109    0.402  370    36.104   36.506
1024.0 1024.0  0.0    0.0    8192.0   4075.6   107016.0   61649.1   24320.0 23338.0 3328.0 3095.3    109    0.402  370    36.104   36.506
1024.0 1024.0  0.0    0.0    8192.0   5878.9   107016.0   61649.1   24320.0 23338.0 3328.0 3095.3    109    0.402  370    36.104   36.506
1024.0 1024.0  0.0    0.0    8192.0   1792.0   107016.0   61861.3   24320.0 23338.0 3328.0 3095.3    109    0.402  371    36.277   36.679
1024.0 1024.0  0.0    0.0    8192.0   1425.0   107016.0   61764.0   24320.0 23339.0 3328.0 3095.3    109    0.402  372    36.446   36.848
1024.0 1024.0  0.0    0.0    8192.0   3409.1   107016.0   61764.0   24320.0 23339.0 3328.0 3095.3    109    0.402  372    36.446   36.848
1024.0 1024.0  0.0    0.0    8192.0   4991.8   107016.0   61764.0   24320.0 23339.0 3328.0 3095.3    109    0.402  372    36.446   36.848
1024.0 1024.0  0.0    0.0    8192.0   6630.4   107016.0   61764.0   24320.0 23339.0 3328.0 3095.3    109    0.402  372    36.446   36.848
1024.0 1024.0 220.6   0.0    8192.0   130.6    107016.0   61764.0   24320.0 23339.0 3328.0 3095.3    110    0.405  372    36.446   36.851
1024.0 1024.0  0.0    0.0    8192.0   873.8    107016.0   62138.1   24320.0 23339.0 3328.0 3095.3    110    0.405  373    36.585   36.990
1024.0 1024.0  0.0    0.0    8192.0   3517.8   107016.0   62138.1   24320.0 23339.0 3328.0 3095.3    110    0.405  373    36.585   36.990
1024.0 1024.0  0.0    0.0    8192.0   5674.5   107016.0   62138.1   24320.0 23339.0 3328.0 3095.3    110    0.405  373    36.585   36.990
1024.0 1024.0  0.0    0.0    8192.0   1938.9   107016.0   62347.7   24320.0 23339.0 3328.0 3095.3    110    0.405  374    36.736   37.141
1024.0 1024.0  0.0    0.0    8192.0   1148.6   107016.0   62954.2   24320.0 23339.0 3328.0 3095.3    110    0.405  375    36.907   37.313
1024.0 1024.0  0.0    0.0    8192.0   2847.6   107016.0   62954.2   24320.0 23339.0 3328.0 3095.3    110    0.405  375    36.907   37.313
1024.0 1024.0  0.0    0.0    8192.0   4994.2   107016.0   62954.2   24320.0 23339.0 3328.0 3095.3    110    0.405  375    36.907   37.313
1024.0 1024.0  0.0    0.0    8192.0   6723.8   107016.0   62954.2   24320.0 23339.0 3328.0 3095.3    110    0.405  375    36.907   37.313
1024.0 1024.0  0.0    0.0    8192.0    0.0     107016.0   63025.9   24320.0 23339.0 3328.0 3095.3    110    0.405  376    37.082   37.487
1024.0 1024.0  0.0    0.0    8192.0   2520.8   107016.0   63025.9   24320.0 23339.0 3328.0 3095.3    110    0.405  376    37.082   37.487
1024.0 1024.0  0.0    0.0    8192.0   4481.6   107016.0   63025.9   24320.0 23339.0 3328.0 3095.3    110    0.405  376    37.082   37.487
1024.0 1024.0  0.0    0.0    8192.0   5654.8   107016.0   63025.9   24320.0 23339.0 3328.0 3095.3    110    0.405  376    37.082   37.487
1024.0 1024.0  0.0    0.0    8192.0   2139.9   107016.0   63238.9   24320.0 23339.0 3328.0 3095.3    110    0.405  377    37.252   37.657
1024.0 1024.0  0.0   1024.0  8192.0   6207.8   107016.0   63466.6   24320.0 23339.0 3328.0 3095.3    111    0.408  378    37.252   37.660
1024.0 1024.0  0.0    0.0    8192.0   1152.4   110480.0   66287.9   24320.0 23339.7 3328.0 3095.3    111    0.408  378    37.475   37.884
1024.0 1024.0  0.0    0.0    8192.0   3259.5   110480.0   66287.9   24320.0 23339.7 3328.0 3095.3    111    0.408  378    37.475   37.884
1024.0 1024.0  0.0    0.0    8192.0   5105.9   110480.0   66287.9   24320.0 23339.7 3328.0 3095.3    111    0.408  378    37.475   37.884
1024.0 1024.0  0.0    0.0    8192.0   1662.7   110992.0   66594.5   24320.0 23339.7 3328.0 3095.3    111    0.408  379    37.627   38.035
1024.0 1024.0  0.0    0.0    8192.0   3167.2   110992.0   66594.5   24320.0 23339.7 3328.0 3095.3    111    0.408  380    37.627   38.035
1024.0 1024.0  0.0    0.0    8192.0   1607.9   110992.0   63983.5   24320.0 23339.7 3328.0 3095.3    111    0.408  380    37.816   38.224
1024.0 1024.0  0.0    0.0    8192.0   3731.7   110992.0   63983.5   24320.0 23339.7 3328.0 3095.3    111    0.408  380    37.816   38.224
1024.0 1024.0  0.0    0.0    8192.0   6439.9   110992.0   63983.5   24320.0 23339.7 3328.0 3095.3    111    0.408  380    37.816   38.224
1024.0 1024.0 302.8   0.0    8192.0   543.9    110992.0   63983.5   24320.0 23339.7 3328.0 3095.3    112    0.411  380    37.816   38.226
1024.0 1024.0 302.8   0.0    8192.0   3636.3   110992.0   63983.5   24320.0 23339.7 3328.0 3095.3    112    0.411  380    37.816   38.226
1024.0 1024.0 302.8   0.0    8192.0   5919.8   110992.0   63983.5   24320.0 23339.7 3328.0 3095.3    112    0.411  380    37.816   38.226
1024.0 1024.0 302.8   0.0    8192.0   7342.8   110992.0   63983.5   24320.0 23339.7 3328.0 3095.3    112    0.411  380    37.816   38.226
1024.0 1024.0  0.0   496.4   8192.0   742.0    110992.0   63983.5   24320.0 23339.7 3328.0 3095.3    113    0.414  381    37.816   38.229
1024.0 1024.0  0.0    0.0    8192.0   312.5    110992.0   64580.6   24320.0 23339.7 3328.0 3095.3    113    0.414  382    38.198   38.612
1024.0 1024.0  0.0    0.0    8192.0   589.8    110992.0   64607.7   24320.0 23339.7 3328.0 3095.3    113    0.414  383    38.361   38.774
1024.0 1024.0  0.0    0.0    8192.0   1141.1   110992.0   62729.7   24320.0 23339.7 3328.0 3095.3    113    0.414  384    38.517   38.931
1024.0 1024.0  0.0    0.0    8192.0   3406.6   110992.0   62729.7   24320.0 23339.7 3328.0 3095.3    113    0.414  384    38.517   38.931
1024.0 1024.0  0.0    0.0    8192.0   4663.1   110992.0   62729.7   24320.0 23339.7 3328.0 3095.3    113    0.414  384    38.517   38.931
1024.0 1024.0  0.0    0.0    8192.0   1838.3   110992.0   63007.0   24320.0 23339.7 3328.0 3095.3    113    0.414  386    38.674   39.088
1024.0 1024.0  0.0    0.0    8192.0   1968.7   110992.0   63631.2   24320.0 23339.7 3328.0 3095.3    113    0.414  386    38.822   39.236
1024.0 1024.0  0.0    0.0    8192.0   3222.4   110992.0   63631.2   24320.0 23339.7 3328.0 3095.3    113    0.414  386    38.822   39.236
1024.0 1024.0  0.0    0.0    8192.0   4655.0   110992.0   63631.2   24320.0 23339.7 3328.0 3095.3    113    0.414  386    38.822   39.236
1024.0 1024.0  0.0    0.0    8192.0   5965.8   110992.0   63631.2   24320.0 23339.7 3328.0 3095.3    113    0.414  386    38.822   39.236
